Contracts,Order No.,Transaction Time(UTC+0),Leverage,Direction,Order Type,Filled Type,Filled Qty,Filled Price,Order Price,Trading Fee Rate,Fees Paid,Transaction ID
LUNAUSDT,9984e690,2022-04-25 16:13:35,7,Close Short,Market,Trade,12.5,94.235,Market,0.0006,0.7067625,e9be135d
LUNAUSDT,9984e690,2022-04-25 16:13:35,7,Close Short,Market,Trade,184.6,94.235,Market,0.0006,10.4374686,a4c55396
LUNAUSDT,9984e690,2022-04-25 16:13:35,7,Close Short,Market,Trade,10.5,94.140,Market,0.0006,0.593082,95a9af0d
LUNAUSDT,850-Sell,2022-04-25 16:00:00,7,Open Short,--,Funding,207.6,92.249,0.000,0.00017891,3.42628616,2778109a
BTCUSDT,850-Sell,2022-04-25 16:00:00,7,Open Short,--,Funding,0.922,38978.42,0.00,-7.912e-05,-2.84342272,baa3be21
LTCUSDT,850-Sell,2022-04-25 16:00:00,7,Open Short,--,Funding,290,101.87,0.00,-0.0001,-2.95423,d5146a23
DOGEUSDT,bf8e4d35,2022-04-25 11:59:05,10,Close Short,Market,Trade,74429,0.1390,Market,0.0006,6.2073786,82248f63
DOGEUSDT,bf8e4d35,2022-04-25 11:59:05,10,Close Short,Market,Trade,100000,0.1390,Market,0.0006,8.34,59e518cd
DOGEUSDT,bf8e4d35,2022-04-25 11:59:05,10,Close Short,Market,Trade,25571,0.1390,Market,0.0006,2.1326214,445389c2
DOGEUSDT,0caec7c8,2022-04-25 11:35:53,10,Open Short,Limit,Trade,90705,0.1358,0.1358,0.0001,1.2317739,4f2eebbc
DOGEUSDT,0caec7c8,2022-04-25 11:35:51,10,Open Short,Limit,Trade,3640,0.1358,0.1358,0.0001,0.0494312,8eee0323
DOGEUSDT,0caec7c8,2022-04-25 11:35:50,10,Open Short,Limit,Trade,2582,0.1358,0.1358,0.0001,0.03506356,ff454de7
DOGEUSDT,0caec7c8,2022-04-25 11:35:50,10,Open Short,Limit,Trade,1,0.1358,0.1358,0.0001,1.358e-05,26e76e9f
DOGEUSDT,0caec7c8,2022-04-25 11:35:50,10,Open Short,Limit,Trade,1797,0.1358,0.1358,0.0001,0.02440326,caf6a1c0
DOGEUSDT,0caec7c8,2022-04-25 11:35:49,10,Open Short,Limit,Trade,200,0.1358,0.1358,0.0001,0.002716,db6af626
DOGEUSDT,0caec7c8,2022-04-25 11:35:48,10,Open Short,Limit,Trade,7758,0.1358,0.1358,0.0001,0.10535364,863e847d
DOGEUSDT,0caec7c8,2022-04-25 11:35:34,10,Open Short,Limit,Trade,4056,0.1358,0.1358,0.0001,0.05508048,2adc07df
DOGEUSDT,0caec7c8,2022-04-25 11:35:34,10,Open Short,Limit,Trade,2778,0.1358,0.1358,0.0001,0.03772524,9f994798
DOGEUSDT,0caec7c8,2022-04-25 11:35:34,10,Open Short,Limit,Trade,15677,0.1358,0.1358,0.0001,0.21289366,2dd805e2
DOGEUSDT,0caec7c8,2022-04-25 11:35:33,10,Open Short,Limit,Trade,6165,0.1358,0.1358,0.0001,0.0837207,fcadc3ec
DOGEUSDT,0caec7c8,2022-04-25 11:35:32,10,Open Short,Limit,Trade,2500,0.1358,0.1358,0.0001,0.03395,e756b9a6
DOGEUSDT,0caec7c8,2022-04-25 11:35:32,10,Open Short,Limit,Trade,5625,0.1358,0.1358,0.0001,0.0763875,59e328d8
DOGEUSDT,0caec7c8,2022-04-25 11:35:32,10,Open Short,Limit,Trade,4560,0.1358,0.1358,0.0001,0.0619248,14110d27
DOGEUSDT,0caec7c8,2022-04-25 11:35:32,10,Open Short,Limit,Trade,51956,0.1358,0.1358,0.0001,0.70556248,2a789443
BTCUSDT,850-Sell,2022-04-25 08:00:00,7,Open Short,--,Funding,0.922,38453.76,0.00,9.507e-05,3.37064665,098eb048
LUNAUSDT,850-Sell,2022-04-25 08:00:00,7,Open Short,--,Funding,207.6,88.514,0.000,0.00010819,1.98804604,65444beb
LTCUSDT,850-Sell,2022-04-25 08:00:00,7,Open Short,--,Funding,290,99.43,0.00,-0.0001,-2.88347,d1ffdee4
LUNAUSDT,526d6423,2022-04-25 07:03:48,7,Open Short,Limit,Trade,60.4,88.125,87.980,0.0006,3.19365,b98d2fc0
LUNAUSDT,526d6423,2022-04-25 07:03:48,7,Open Short,Limit,Trade,11,88.125,87.980,0.0006,0.581625,051589ba
LUNAUSDT,526d6423,2022-04-25 07:03:48,7,Open Short,Limit,Trade,48,88.125,87.980,0.0006,2.538,e3bf213c
LUNAUSDT,526d6423,2022-04-25 07:03:48,7,Open Short,Limit,Trade,88.2,88.125,87.980,0.0006,4.663575,871b8a9c
LTCUSDT,850-Sell,2022-04-25 00:00:00,7,Open Short,--,Funding,290,104.56,0.00,-0.0001,-3.03224,9b29b8c4
BTCUSDT,850-Sell,2022-04-25 00:00:00,7,Open Short,--,Funding,0.922,39452.44,0.00,-0.0001,-3.63751496,ebcd3f4f
BTCUSDT,9c1247ec,2022-04-24 23:13:02,7,Open Short,Limit,Trade,0.19,39535.50,39535.50,0.0001,0.7511745,06cbc82e
BTCUSDT,9c1247ec,2022-04-24 23:13:01,7,Open Short,Limit,Trade,0.001,39535.50,39535.50,0.0001,0.00395355,48368149
BTCUSDT,9c1247ec,2022-04-24 23:13:01,7,Open Short,Limit,Trade,0.094,39535.50,39535.50,0.0001,0.3716337,3b68bb15
BTCUSDT,9c1247ec,2022-04-24 23:13:01,7,Open Short,Limit,Trade,0.597,39535.50,39535.50,0.0001,2.36026935,715d2442
BTCUSDT,9c1247ec,2022-04-24 23:13:00,7,Open Short,Limit,Trade,0.02,39535.50,39535.50,0.0001,0.079071,090c3fb9
BTCUSDT,9c1247ec,2022-04-24 23:13:00,7,Open Short,Limit,Trade,0.02,39535.50,39535.50,0.0001,0.079071,8dc59046
MANAUSDT,b41ec241,2022-04-24 22:36:01,7,Close Short,Market,Trade,8726.6,2.0205,Market,0.0006,10.57925718,7ced9491
MANAUSDT,b41ec241,2022-04-24 22:36:01,7,Close Short,Market,Trade,495.3,2.0205,Market,0.0006,0.60045219,85ae2dbb
MANAUSDT,b41ec241,2022-04-24 22:36:01,7,Close Short,Market,Trade,990.9,2.0205,Market,0.0006,1.20126807,26c4ba47
MANAUSDT,b41ec241,2022-04-24 22:36:01,7,Close Short,Market,Trade,29.4,2.0205,Market,0.0006,0.03564162,50660b56
MANAUSDT,b41ec241,2022-04-24 22:36:01,7,Close Short,Market,Trade,114.5,2.0205,Market,0.0006,0.13880835,dd86572f
MANAUSDT,b41ec241,2022-04-24 22:36:01,7,Close Short,Market,Trade,10.3,2.0205,Market,0.0006,0.01248669,34b9a55d
MANAUSDT,b41ec241,2022-04-24 22:36:01,7,Close Short,Market,Trade,34.4,2.0205,Market,0.0006,0.04170312,ed4b8a86
MANAUSDT,b41ec241,2022-04-24 22:36:01,7,Close Short,Market,Trade,2600,2.0205,Market,0.0006,3.15198,cc2804e2
MANAUSDT,b41ec241,2022-04-24 22:36:01,7,Close Short,Market,Trade,0.2,2.0205,Market,0.0006,0.00024246,4ae09162
MANAUSDT,b41ec241,2022-04-24 22:36:01,7,Close Short,Market,Trade,3.6,2.0205,Market,0.0006,0.00436428,09a9f585
MANAUSDT,b41ec241,2022-04-24 22:36:01,7,Close Short,Market,Trade,1043.6,2.0200,Market,0.0006,1.2648432,98d28a1c
MANAUSDT,b41ec241,2022-04-24 22:36:01,7,Close Short,Market,Trade,1484.6,2.0200,Market,0.0006,1.7993352,dbbff229
MANAUSDT,b41ec241,2022-04-24 22:36:01,7,Close Short,Market,Trade,1034.6,2.0200,Market,0.0006,1.2539352,47986c96
MANAUSDT,b41ec241,2022-04-24 22:36:01,7,Close Short,Market,Trade,4.2,2.0200,Market,0.0006,0.0050904,30fe486d
MANAUSDT,b41ec241,2022-04-24 22:36:01,7,Close Short,Market,Trade,25,2.0200,Market,0.0006,0.0303,07cef0f3
MANAUSDT,b41ec241,2022-04-24 22:36:01,7,Close Short,Market,Trade,100,2.0200,Market,0.0006,0.1212,a287fefd
MANAUSDT,b41ec241,2022-04-24 22:36:01,7,Close Short,Market,Trade,439.5,2.0200,Market,0.0006,0.532674,f9ff5b18
MANAUSDT,b41ec241,2022-04-24 22:36:01,7,Close Short,Market,Trade,195.3,2.0200,Market,0.0006,0.2367036,ea93bdfa
MANAUSDT,b41ec241,2022-04-24 22:36:01,7,Close Short,Market,Trade,146.9,2.0200,Market,0.0006,0.1780428,607fbea2
MANAUSDT,b41ec241,2022-04-24 22:36:01,7,Close Short,Market,Trade,4.8,2.0200,Market,0.0006,0.0058176,4f14c32b
MANAUSDT,b41ec241,2022-04-24 22:36:01,7,Close Short,Market,Trade,24.4,2.0200,Market,0.0006,0.0295728,06688947
MANAUSDT,b41ec241,2022-04-24 22:36:01,7,Close Short,Market,Trade,122,2.0200,Market,0.0006,0.147864,50fc463b
MANAUSDT,b41ec241,2022-04-24 22:36:01,7,Close Short,Market,Trade,38.7,2.0200,Market,0.0006,0.0469044,d91ab6ab
MANAUSDT,b41ec241,2022-04-24 22:36:01,7,Close Short,Market,Trade,10.2,2.0200,Market,0.0006,0.0123624,7fd72c60
MANAUSDT,b41ec241,2022-04-24 22:36:01,7,Close Short,Market,Trade,170,2.0200,Market,0.0006,0.20604,7b289f68
MANAUSDT,b41ec241,2022-04-24 22:36:01,7,Close Short,Market,Trade,71.3,2.0200,Market,0.0006,0.0864156,c0b0c0b0
MANAUSDT,b41ec241,2022-04-24 22:36:01,7,Close Short,Market,Trade,80.7,2.0200,Market,0.0006,0.0978084,e78ae634
MANAUSDT,b41ec241,2022-04-24 22:36:01,7,Close Short,Market,Trade,1.2,2.0200,Market,0.0006,0.0014544,327d1c48
MANAUSDT,b41ec241,2022-04-24 22:36:01,7,Close Short,Market,Trade,0.1,2.0200,Market,0.0006,0.0001212,24569304
MANAUSDT,b41ec241,2022-04-24 22:36:01,7,Close Short,Market,Trade,966.4,2.0200,Market,0.0006,1.1712768,5b218522
MANAUSDT,b41ec241,2022-04-24 22:36:01,7,Close Short,Market,Trade,300,2.0195,Market,0.0006,0.36351,e0a17d3e
MANAUSDT,b41ec241,2022-04-24 22:36:01,7,Close Short,Market,Trade,65.2,2.0195,Market,0.0006,0.07900284,13e22c54
MANAUSDT,b41ec241,2022-04-24 22:36:01,7,Close Short,Market,Trade,2.5,2.0195,Market,0.0006,0.00302925,792d289d
MANAUSDT,b41ec241,2022-04-24 22:36:01,7,Close Short,Market,Trade,0.4,2.0195,Market,0.0006,0.00048468,3665d4f4
MANAUSDT,b41ec241,2022-04-24 22:36:01,7,Close Short,Market,Trade,1.8,2.0195,Market,0.0006,0.00218106,f46a5963
MANAUSDT,b41ec241,2022-04-24 22:36:01,7,Close Short,Market,Trade,349.8,2.0190,Market,0.0006,0.42374772,9acf0cc7
MANAUSDT,b41ec241,2022-04-24 22:36:01,7,Close Short,Market,Trade,300,2.0190,Market,0.0006,0.36342,647e5620
MANAUSDT,b41ec241,2022-04-24 22:36:01,7,Close Short,Market,Trade,1.5,2.0190,Market,0.0006,0.0018171,4780673d
MANAUSDT,b41ec241,2022-04-24 22:36:01,7,Close Short,Market,Trade,10.1,2.0190,Market,0.0006,0.01223514,8f7ef664
MANAUSDT,7290f51d,2022-04-24 21:56:24,7,Open Short,Limit,Trade,6069.5,1.9995,1.9995,0.0001,1.21359653,bbaf5608
MANAUSDT,7290f51d,2022-04-24 21:56:20,7,Open Short,Limit,Trade,95,1.9995,1.9995,0.0001,0.01899525,9262a463
MANAUSDT,7290f51d,2022-04-24 21:56:18,7,Open Short,Limit,Trade,3104.2,1.9995,1.9995,0.0001,0.62068479,24fcc30d
MANAUSDT,7290f51d,2022-04-24 21:56:18,7,Open Short,Limit,Trade,924,1.9995,1.9995,0.0001,0.1847538,fc7b0476
MANAUSDT,7290f51d,2022-04-24 21:56:11,7,Open Short,Limit,Trade,924,1.9995,1.9995,0.0001,0.1847538,fd1f1a70
MANAUSDT,7290f51d,2022-04-24 21:56:02,7,Open Short,Limit,Trade,300,1.9995,1.9995,0.0006,0.35991,f897cc43
MANAUSDT,7290f51d,2022-04-24 21:56:02,7,Open Short,Limit,Trade,393.6,1.9995,1.9995,0.0006,0.47220192,d6f1e4a1
MANAUSDT,7290f51d,2022-04-24 21:56:02,7,Open Short,Limit,Trade,599.6,1.9995,1.9995,0.0006,0.71934012,06932f2b
MANAUSDT,7290f51d,2022-04-24 21:56:02,7,Open Short,Limit,Trade,400,1.9995,1.9995,0.0006,0.47988,31973044
MANAUSDT,7290f51d,2022-04-24 21:56:02,7,Open Short,Limit,Trade,6500,1.9995,1.9995,0.0006,7.79805,8833075c
MANAUSDT,7290f51d,2022-04-24 21:56:02,7,Open Short,Limit,Trade,678.8,1.9995,1.9995,0.0006,0.81435636,1760613d
MANAUSDT,7290f51d,2022-04-24 21:56:02,7,Open Short,Limit,Trade,11.3,1.9995,1.9995,0.0006,0.01355661,98160fe9
LTCUSDT,850-Sell,2022-04-24 16:00:00,7,Open Short,--,Funding,290,104.87,0.00,-0.0001,-3.04123,80bed22a
LTCUSDT,850-Sell,2022-04-24 08:00:00,7,Open Short,--,Funding,290,105.40,0.00,-0.0001,-3.0566,b4053c3d
LTCUSDT,850-Sell,2022-04-24 00:00:00,7,Open Short,--,Funding,290,105.15,0.00,-0.0001,-3.04935,e0ff4c0e
LTCUSDT,850-Sell,2022-04-23 16:00:00,7,Open Short,--,Funding,290,106.24,0.00,-0.0001,-3.08096,0728775c
LTCUSDT,850-Sell,2022-04-23 08:00:00,7,Open Short,--,Funding,290,106.81,0.00,-0.0001,-3.09749,4cac0bec
LTCUSDT,850-Sell,2022-04-23 00:00:00,7,Open Short,--,Funding,290,105.36,0.00,-0.0001,-3.05544,9c046d3c
CRVUSDT,cc5e71d6,2022-04-22 18:19:38,10,Close Short,Market,Trade,14387.9,2.411,Market,0.0006,20.81353614,b527ab82
CRVUSDT,cc5e71d6,2022-04-22 18:19:38,10,Close Short,Market,Trade,74.6,2.410,Market,0.0006,0.1078716,05c29fe7
CRVUSDT,cc5e71d6,2022-04-22 18:19:38,10,Close Short,Market,Trade,3.3,2.410,Market,0.0006,0.0047718,02c544d2
CRVUSDT,cc5e71d6,2022-04-22 18:19:38,10,Close Short,Market,Trade,17.9,2.410,Market,0.0006,0.0258834,e0273146
CRVUSDT,cc5e71d6,2022-04-22 18:19:38,10,Close Short,Market,Trade,2,2.410,Market,0.0006,0.002892,21e427aa
CRVUSDT,cc5e71d6,2022-04-22 18:19:38,10,Close Short,Market,Trade,33.8,2.410,Market,0.0006,0.0488748,77378951
CRVUSDT,cc5e71d6,2022-04-22 18:19:38,10,Close Short,Market,Trade,0.2,2.409,Market,0.0006,0.00028908,ecfe14df
CRVUSDT,cc5e71d6,2022-04-22 18:19:38,10,Close Short,Market,Trade,1260.3,2.408,Market,0.0006,1.82088144,afec28e3
CRVUSDT,cc5e71d6,2022-04-22 18:19:38,10,Close Short,Market,Trade,177.7,2.408,Market,0.0006,0.25674096,aeeaaf09
CRVUSDT,cc5e71d6,2022-04-22 18:19:38,10,Close Short,Market,Trade,210.5,2.383,Market,0.0006,0.3009729,9a936ff7
CRVUSDT,aaa27428,2022-04-22 16:49:50,10,Open Short,Limit,Trade,1544,2.287,2.287,0.0001,0.3531128,76326ed7
CRVUSDT,aaa27428,2022-04-22 16:49:50,10,Open Short,Limit,Trade,2256.5,2.287,2.287,0.0001,0.51606155,bd4aa0a6
CRVUSDT,aaa27428,2022-04-22 16:49:50,10,Open Short,Limit,Trade,1309.6,2.287,2.287,0.0001,0.29950552,49005177
CRVUSDT,aaa27428,2022-04-22 16:49:50,10,Open Short,Limit,Trade,248.5,2.287,2.287,0.0001,0.05683195,09dceba0
CRVUSDT,aaa27428,2022-04-22 16:49:50,10,Open Short,Limit,Trade,1309.6,2.287,2.287,0.0001,0.29950552,57d35942
LTCUSDT,850-Sell,2022-04-22 16:00:00,7,Open Short,--,Funding,290,106.64,0.00,-0.0001,-3.09256,45d71288
CRVUSDT,850-Sell,2022-04-22 16:00:00,10,Open Short,--,Funding,9500,2.283,0.000,-0.0001,-2.16885,f0e7bd89
CRVUSDT,5d0fa53b,2022-04-22 15:55:26,10,Open Short,Limit,Trade,2675.9,2.290,2.290,0.0001,0.6127811,eeed7105
CRVUSDT,5d0fa53b,2022-04-22 15:55:26,10,Open Short,Limit,Trade,4200,2.290,2.290,0.0001,0.9618,e053a85e
CRVUSDT,5d0fa53b,2022-04-22 15:55:21,10,Open Short,Limit,Trade,459,2.290,2.290,0.0006,0.630666,8bfaf357
CRVUSDT,5d0fa53b,2022-04-22 15:55:21,10,Open Short,Limit,Trade,548.9,2.290,2.290,0.0006,0.7541886,42958999
CRVUSDT,5d0fa53b,2022-04-22 15:55:21,10,Open Short,Limit,Trade,106.4,2.290,2.290,0.0006,0.1461936,948aa4f0
CRVUSDT,5d0fa53b,2022-04-22 15:55:21,10,Open Short,Limit,Trade,450,2.290,2.290,0.0006,0.6183,dee9d51e
CRVUSDT,5d0fa53b,2022-04-22 15:55:21,10,Open Short,Limit,Trade,218.1,2.290,2.290,0.0006,0.2996694,1f93fb3f
CRVUSDT,5d0fa53b,2022-04-22 15:55:21,10,Open Short,Limit,Trade,513.9,2.290,2.290,0.0006,0.7060986,9706cb5b
CRVUSDT,5d0fa53b,2022-04-22 15:55:21,10,Open Short,Limit,Trade,327.4,2.290,2.290,0.0006,0.4498476,0061da06
CRVUSDT,5d0fa53b,2022-04-22 15:55:21,10,Open Short,Limit,Trade,0.4,2.291,2.290,0.0006,0.00054984,d2ce00d4
LTCUSDT,850-Sell,2022-04-22 08:00:00,7,Open Short,--,Funding,290,108.27,0.00,-0.0001,-3.13983,aa481252
LTCUSDT,850-Sell,2022-04-22 00:00:00,7,Open Short,--,Funding,290,106.71,0.00,-0.0001,-3.09459,a41ee2b0
LTCUSDT,850-Sell,2022-04-21 16:00:00,7,Open Short,--,Funding,290,113.00,0.00,-0.0001,-3.277,7be2e58f
KNCUSDT,efca50d5,2022-04-21 15:30:40,8,Close Short,Market,Trade,684.6,4.7635,Market,0.0006,1.95665526,c46c9a05
KNCUSDT,efca50d5,2022-04-21 15:30:40,8,Close Short,Market,Trade,4785.3,4.7630,Market,0.0006,13.67543034,f9baac4a
LUNAUSDT,4c9bb502,2022-04-21 12:48:19,7,Close Short,Market,Trade,100.3,98.590,Market,0.0006,5.9331462,c2559178
LUNAUSDT,4c9bb502,2022-04-21 12:48:19,7,Close Short,Market,Trade,165.5,98.590,Market,0.0006,9.789987,3208e646
LUNAUSDT,4c9bb502,2022-04-21 12:48:19,7,Close Short,Market,Trade,21.3,98.585,Market,0.0006,1.2599163,9b882a5a
LUNAUSDT,4c9bb502,2022-04-21 12:48:19,7,Close Short,Market,Trade,0.2,98.585,Market,0.0006,0.0118302,a074e340
LUNAUSDT,4c9bb502,2022-04-21 12:48:19,7,Close Short,Market,Trade,5.1,98.580,Market,0.0006,0.3016548,cc2dc5e9
LUNAUSDT,4c9bb502,2022-04-21 12:48:19,7,Close Short,Market,Trade,32.6,98.580,Market,0.0006,1.9282248,f0dadd48
KNCUSDT,850-Sell,2022-04-21 08:00:00,8,Open Short,--,Funding,5469.9,4.4309,0.0000,-0.0001,-2.42365799,0161ce0a
LUNAUSDT,850-Sell,2022-04-21 08:00:00,7,Open Short,--,Funding,325,94.993,0.000,0.00029712,9.17290406,7f524c49
LTCUSDT,850-Sell,2022-04-21 08:00:00,7,Open Short,--,Funding,290,111.22,0.00,-0.0001,-3.22538,01acae7e
KNCUSDT,850-Sell,2022-04-21 00:00:00,8,Open Short,--,Funding,5469.9,4.3860,0.0000,0.00013391,3.21263232,2406922e
LUNAUSDT,850-Sell,2022-04-21 00:00:00,7,Open Short,--,Funding,325,94.770,0.000,0.00017696,5.45041224,5a0f44aa
LTCUSDT,850-Sell,2022-04-21 00:00:00,7,Open Short,--,Funding,290,111.85,0.00,-0.0001,-3.24365,016ad768
KNCUSDT,98ff7ed1,2022-04-20 18:57:52,8,Open Short,Limit,Trade,1546.6,4.5240,4.5240,0.0001,0.69968184,f519ccf4
KNCUSDT,98ff7ed1,2022-04-20 18:57:51,8,Open Short,Limit,Trade,575.7,4.5240,4.5240,0.0001,0.26044668,56998773
KNCUSDT,98ff7ed1,2022-04-20 18:57:51,8,Open Short,Limit,Trade,700,4.5240,4.5240,0.0001,0.31668,8feb6b14
KNCUSDT,98ff7ed1,2022-04-20 18:57:51,8,Open Short,Limit,Trade,447.6,4.5240,4.5240,0.0001,0.20249424,a2c3cc6f
KNCUSDT,98ff7ed1,2022-04-20 18:57:51,8,Open Short,Limit,Trade,900,4.5240,4.5240,0.0001,0.40716,0df033b2
KNCUSDT,98ff7ed1,2022-04-20 18:57:51,8,Open Short,Limit,Trade,1300,4.5240,4.5240,0.0001,0.58812,61ba71b4
LTCUSDT,62be3d2c,2022-04-20 18:50:22,7,Open Short,Limit,Trade,76.8,111.45,111.41,0.0006,5.135616,59e1b39c
LTCUSDT,62be3d2c,2022-04-20 18:50:22,7,Open Short,Limit,Trade,9.8,111.45,111.41,0.0006,0.655326,32b90d72
LTCUSDT,62be3d2c,2022-04-20 18:50:22,7,Open Short,Limit,Trade,9,111.45,111.41,0.0006,0.60183,d8e9b635
LTCUSDT,62be3d2c,2022-04-20 18:50:22,7,Open Short,Limit,Trade,1,111.45,111.41,0.0006,0.06687,78b46c72
LTCUSDT,62be3d2c,2022-04-20 18:50:22,7,Open Short,Limit,Trade,98.4,111.46,111.41,0.0006,6.5805984,908b17a1
LTCUSDT,62be3d2c,2022-04-20 18:50:22,7,Open Short,Limit,Trade,0.8,111.46,111.41,0.0006,0.0535008,9ec2a957
LTCUSDT,62be3d2c,2022-04-20 18:50:22,7,Open Short,Limit,Trade,0.8,111.46,111.41,0.0006,0.0535008,963d52b1
LTCUSDT,62be3d2c,2022-04-20 18:50:22,7,Open Short,Limit,Trade,0.4,111.47,111.41,0.0006,0.0267528,9599bf60
LTCUSDT,62be3d2c,2022-04-20 18:50:22,7,Open Short,Limit,Trade,13,111.48,111.41,0.0006,0.869544,d5a5cd01
LTCUSDT,62be3d2c,2022-04-20 18:50:22,7,Open Short,Limit,Trade,80,111.48,111.41,0.0006,5.35104,6812c5c8
LUNAUSDT,850-Sell,2022-04-20 16:00:00,7,Open Short,--,Funding,325,95.307,0.000,0.00036236,11.22401947,7437da25
LUNAUSDT,850-Sell,2022-04-20 08:00:00,7,Open Short,--,Funding,325,94.539,0.000,0.00032111,9.86616095,c2b51769
LUNAUSDT,850-Sell,2022-04-20 00:00:00,7,Open Short,--,Funding,325,95.470,0.000,0.00011826,3.66934172,0c9503b0
LUNAUSDT,850-Sell,2022-04-19 16:00:00,7,Open Short,--,Funding,325,94.204,0.000,0.00017512,5.36152646,d762e3d3
LUNAUSDT,28ed9b1e,2022-04-19 15:01:04,7,Open Short,Limit,Trade,1.3,94.750,94.750,0.0001,0.0123175,0ec2120b
LUNAUSDT,28ed9b1e,2022-04-19 15:01:04,7,Open Short,Limit,Trade,9.1,94.750,94.750,0.0001,0.0862225,192c21ef
LUNAUSDT,28ed9b1e,2022-04-19 15:01:04,7,Open Short,Limit,Trade,84.6,94.750,94.750,0.0001,0.801585,bf1b3df5
LUNAUSDT,28ed9b1e,2022-04-19 15:01:04,7,Open Short,Limit,Trade,87.5,94.750,94.750,0.0001,0.8290625,ab3cde40
LUNAUSDT,28ed9b1e,2022-04-19 15:01:04,7,Open Short,Limit,Trade,1.8,94.750,94.750,0.0001,0.017055,28eb57b0
LUNAUSDT,28ed9b1e,2022-04-19 15:01:02,7,Open Short,Limit,Trade,60,94.750,94.750,0.0001,0.5685,80f7cf44
LUNAUSDT,28ed9b1e,2022-04-19 15:00:44,7,Open Short,Limit,Trade,36.7,94.750,94.750,0.0001,0.3477325,e82613bf
LUNAUSDT,28ed9b1e,2022-04-19 15:00:44,7,Open Short,Limit,Trade,44,94.750,94.750,0.0001,0.4169,cb9c1748
ETHUSDT,f5ed37c7,2022-04-19 14:00:55,7,Close Short,Market,Trade,14.65,3104.05,Market,0.0006,27.2845995,ce051b9d
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,272.6,18.835,Market,0.0006,3.0806526,60b092e4
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,42.6,18.830,Market,0.0006,0.4812948,535ff2db
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,12,18.830,Market,0.0006,0.135576,421d9930
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,27,18.830,Market,0.0006,0.305046,fc6c618c
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,96.8,18.825,Market,0.0006,1.093356,5bd56aac
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,382.9,18.825,Market,0.0006,4.3248555,be16e97a
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,0.4,18.820,Market,0.0006,0.0045168,722145f8
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,2.3,18.820,Market,0.0006,0.0259716,1b5887e1
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,189.7,18.815,Market,0.0006,2.1415233,8e57a97e
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,189.7,18.815,Market,0.0006,2.1415233,bc74b0c0
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,5,18.815,Market,0.0006,0.056445,40e92143
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,0.4,18.815,Market,0.0006,0.0045156,e98c3ce0
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,0.5,18.815,Market,0.0006,0.0056445,fa08f1af
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,0.6,18.815,Market,0.0006,0.0067734,8eb43029
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,56.2,18.810,Market,0.0006,0.6342732,fd671273
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,11.1,18.810,Market,0.0006,0.1252746,8deda808
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,0.6,18.805,Market,0.0006,0.0067698,8fc4685c
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,23,18.800,Market,0.0006,0.25944,9993a74a
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,13.6,18.800,Market,0.0006,0.153408,09d2567a
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,1,18.800,Market,0.0006,0.01128,78268f8e
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,1.2,18.800,Market,0.0006,0.013536,c2fd715e
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,2.2,18.800,Market,0.0006,0.024816,aafd7821
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,0.1,18.800,Market,0.0006,0.001128,9e879c4e
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,22.5,18.800,Market,0.0006,0.2538,2dc36091
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,9,18.800,Market,0.0006,0.10152,271bc1cc
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,5,18.800,Market,0.0006,0.0564,7508a8cf
DOTUSDT,c9c38576,2022-04-19 14:00:03,7,Close Short,Market,Trade,50,18.800,Market,0.0006,0.564,e4d494d2
