,Symbol,Order No.,Opening Time,Leverage,Direction,Order Type,Filled Type,Filled Qty,Filled Price,Order Price,Trading Fee Rate,Fees Paid,Transaction ID
35,BTCUSDT,e035fe6f,2022-05-10 14:53:07,7,Close Long,Market,Trade,0.004,30860.0,Market,0.0006,0.074064,436b172c
36,BTCUSDT,6850-Buy,2022-05-10 08:00:00,7,Open Long,--,Funding,1.261,31616.93,0.00,0.0001,3.98689488,9eca6c7e
37,NEARUSDT,552913bf,2022-05-10 00:10:30,10,Close Short,Market,Trade,1.5,9.174,Market,0.0006,0.0082566,4e1b7438
38,NEARUSDT,552913bf,2022-05-10 00:10:30,10,Close Short,Market,Trade,0.9,9.174,Market,0.0006,0.00495396,82088d36
39,NEARUSDT,552913bf,2022-05-10 00:10:30,10,Close Short,Market,Trade,80.3,9.173,Market,0.0006,0.44195514,c83661d3
40,NEARUSDT,552913bf,2022-05-10 00:10:30,10,Close Short,Market,Trade,68.9,9.173,Market,0.0006,0.37921182,0aaf17f5
41,NEARUSDT,552913bf,2022-05-10 00:10:30,10,Close Short,Market,Trade,29.0,9.173,Market,0.0006,0.1596102,f92a3ec2
42,NEARUSDT,552913bf,2022-05-10 00:10:30,10,Close Short,Market,Trade,46.4,9.172,Market,0.0006,0.25534848,d4938669
43,NEARUSDT,552913bf,2022-05-10 00:10:30,10,Close Short,Market,Trade,233.1,9.17,Market,0.0006,1.2825162,74b1c533
44,NEARUSDT,552913bf,2022-05-10 00:10:30,10,Close Short,Market,Trade,442.3,9.169,Market,0.0006,2.43326922,df8bd65d
45,NEARUSDT,552913bf,2022-05-10 00:10:30,10,Close Short,Market,Trade,1.0,9.169,Market,0.0006,0.0055014,69d40993
46,NEARUSDT,552913bf,2022-05-10 00:10:30,10,Close Short,Market,Trade,98.3,9.168,Market,0.0006,0.54072864,54db5fe0
47,NEARUSDT,552913bf,2022-05-10 00:10:30,10,Close Short,Market,Trade,98.3,9.167,Market,0.0006,0.54066966,bc184b96
48,BTCUSDT,6850-Buy,2022-05-10 00:00:00,7,Open Long,--,Funding,1.261,30090.49,0.00,0.0001,3.79441079,32424a85
49,NEARUSDT,850-Sell,2022-05-10 00:00:00,10,Open Short,--,Funding,1100.0,9.405,0.000,-0.0001,-1.03455,8693eb28
50,BTCUSDT,ebee9839,2022-05-09 17:05:59,7,Open Long,Limit,Trade,1.261,31016.0,31016.00,0.0001,3.9111176,5def398d
51,NEARUSDT,850-Sell,2022-05-09 16:00:00,10,Open Short,--,Funding,1100.0,10.893,0.000,0.00045279,5.42546562,2b993ed8
52,KNCUSDT,385ec159,2022-05-09 10:27:04,8,Close Long,Market,Trade,476.6,2.3835,Market,0.0006,0.68158566,b2f76e85
53,KNCUSDT,385ec159,2022-05-09 10:27:04,8,Close Long,Market,Trade,52.1,2.3835,Market,0.0006,0.07450821,786abb32
54,KNCUSDT,385ec159,2022-05-09 10:27:04,8,Close Long,Market,Trade,37.2,2.3835,Market,0.0006,0.05319972,8bcb7f3c
55,KNCUSDT,385ec159,2022-05-09 10:27:04,8,Close Long,Market,Trade,335.3,2.3835,Market,0.0006,0.47951253,bc1fd559
56,KNCUSDT,385ec159,2022-05-09 10:27:04,8,Close Long,Market,Trade,1032.7,2.3835,Market,0.0006,1.47686427,6044bb4c
57,KNCUSDT,385ec159,2022-05-09 10:27:04,8,Close Long,Market,Trade,0.4,2.3835,Market,0.0006,0.00057204,8559ee32
58,KNCUSDT,385ec159,2022-05-09 10:27:04,8,Close Long,Market,Trade,335.3,2.384,Market,0.0006,0.47961312,ab329fe7
59,KNCUSDT,385ec159,2022-05-09 10:27:04,8,Close Long,Market,Trade,12.6,2.384,Market,0.0006,0.01802304,521410fb
60,KNCUSDT,385ec159,2022-05-09 10:27:04,8,Close Long,Market,Trade,335.3,2.3845,Market,0.0006,0.47971371,67c0ef2f
61,KNCUSDT,385ec159,2022-05-09 10:27:04,8,Close Long,Market,Trade,335.3,2.3845,Market,0.0006,0.47971371,49ec1840
62,KNCUSDT,385ec159,2022-05-09 10:27:04,8,Close Long,Market,Trade,1032.7,2.3845,Market,0.0006,1.47748389,e7ee08c8
63,KNCUSDT,385ec159,2022-05-09 10:27:04,8,Close Long,Market,Trade,14.8,2.3845,Market,0.0006,0.02117436,3b273100
64,KNCUSDT,385ec159,2022-05-09 10:27:04,8,Close Long,Market,Trade,335.1,2.3855,Market,0.0006,0.47962863,8f99cc71
65,KNCUSDT,385ec159,2022-05-09 10:27:04,8,Close Long,Market,Trade,38.6,2.3855,Market,0.0006,0.05524818,8e036d4f
66,KNCUSDT,385ec159,2022-05-09 10:27:04,8,Close Long,Market,Trade,413.0,2.3855,Market,0.0006,0.5911269,21dcd193
67,KNCUSDT,385ec159,2022-05-09 10:27:04,8,Close Long,Market,Trade,413.0,2.386,Market,0.0006,0.5912508,de375d86
68,NEARUSDT,850-Sell,2022-05-09 08:00:00,10,Open Short,--,Funding,1100.0,11.199,0.000,-0.0001,-1.23189,2a106534
69,KNCUSDT,6850-Buy,2022-05-09 08:00:00,8,Open Long,--,Funding,5200.0,2.3115,0.0000,-0.00023335,-2.80482033,dd42c907
70,NEARUSDT,850-Sell,2022-05-09 00:00:00,10,Open Short,--,Funding,1100.0,11.14,0.000,-3.756e-05,-0.46026024,5c5467ed
71,KNCUSDT,6850-Buy,2022-05-09 00:00:00,8,Open Long,--,Funding,5200.0,2.4001,0.0000,-0.00047005,-5.86646842,b3f8a5fc
72,KNCUSDT,aa0beee6,2022-05-08 22:42:19,8,Open Long,Limit,Trade,484.4,2.377,2.3770,0.0001,0.11514188,926447d7
73,KNCUSDT,aa0beee6,2022-05-08 22:42:19,8,Open Long,Limit,Trade,1631.4,2.377,2.3770,0.0001,0.38778378,1a402a3a
74,KNCUSDT,aa0beee6,2022-05-08 22:42:19,8,Open Long,Limit,Trade,1444.4,2.377,2.3770,0.0001,0.34333388,ad0be4d2
75,KNCUSDT,aa0beee6,2022-05-08 22:42:19,8,Open Long,Limit,Trade,842.0,2.377,2.3770,0.0001,0.2001434,82117f8d
76,KNCUSDT,aa0beee6,2022-05-08 22:42:19,8,Open Long,Limit,Trade,238.9,2.377,2.3770,0.0001,0.05678653,29a6ddd0
77,KNCUSDT,aa0beee6,2022-05-08 22:42:19,8,Open Long,Limit,Trade,272.9,2.377,2.3770,0.0001,0.06486833,d0cfe4f1
78,KNCUSDT,aa0beee6,2022-05-08 22:42:18,8,Open Long,Limit,Trade,286.0,2.377,2.3770,0.0001,0.0679822,6805bcd6
79,NEARUSDT,850-Sell,2022-05-08 16:00:00,10,Open Short,--,Funding,1100.0,10.442,0.000,-2.99e-06,-0.03434373,2c65cff1
80,NEARUSDT,850-Sell,2022-05-08 08:00:00,10,Open Short,--,Funding,1100.0,10.231,0.000,7.827e-05,0.88085841,16d3e7d4
81,NEARUSDT,850-Sell,2022-05-08 00:00:00,10,Open Short,--,Funding,1100.0,10.437,0.000,0.0001886,2.16526002,060b4fe3
82,NEARUSDT,850-Sell,2022-05-07 16:00:00,10,Open Short,--,Funding,1100.0,10.709,0.000,0.0001265,1.49015735,e3d00fa7
83,NEARUSDT,850-Sell,2022-05-07 08:00:00,10,Open Short,--,Funding,1100.0,10.602,0.000,9.772e-05,1.13963019,8f2fc0ea
84,NEARUSDT,850-Sell,2022-05-07 00:00:00,10,Open Short,--,Funding,1100.0,10.777,0.000,3.752e-05,0.44478835,aea8e850
85,NEARUSDT,850-Sell,2022-05-06 16:00:00,10,Open Short,--,Funding,1100.0,10.744,0.000,-7.082e-05,-0.83697908,70a62142
86,NEARUSDT,850-Sell,2022-05-06 08:00:00,10,Open Short,--,Funding,1100.0,10.716,0.000,3.178e-05,0.37460993,92cb326e
87,NEARUSDT,850-Sell,2022-05-06 00:00:00,10,Open Short,--,Funding,1100.0,11.217,0.000,-0.0001,-1.23387,d6043102
88,NEARUSDT,850-Sell,2022-05-05 16:00:00,10,Open Short,--,Funding,1100.0,11.224,0.000,-0.0001,-1.23464,3fcf9ca2
89,NEARUSDT,850-Sell,2022-05-05 08:00:00,10,Open Short,--,Funding,1100.0,12.708,0.000,-0.0001,-1.39788,59f887cf
90,NEARUSDT,850-Sell,2022-05-05 00:00:00,10,Open Short,--,Funding,1100.0,12.977,0.000,0.0002004,2.86064988,643bbc1f
91,ADAUSDT,39a54444,2022-05-04 18:48:40,8,Close Short,Market,Trade,2802.0,0.862,Market,0.0006,1.4491944,7d04d019
92,ADAUSDT,39a54444,2022-05-04 18:48:40,8,Close Short,Market,Trade,7.0,0.862,Market,0.0006,0.0036204,6829eabc
93,ADAUSDT,39a54444,2022-05-04 18:48:40,8,Close Short,Market,Trade,5850.0,0.8619,Market,0.0006,3.025269,a249126f
94,ADAUSDT,39a54444,2022-05-04 18:48:40,8,Close Short,Market,Trade,91.0,0.8619,Market,0.0006,0.04705974,02a8c18f
95,ADAUSDT,39a54444,2022-05-04 18:48:40,8,Close Short,Market,Trade,2576.0,0.8618,Market,0.0006,1.33199808,a82c91ea
96,ADAUSDT,39a54444,2022-05-04 18:48:40,8,Close Short,Market,Trade,585.0,0.8618,Market,0.0006,0.3024918,a0475b89
97,ADAUSDT,39a54444,2022-05-04 18:48:40,8,Close Short,Market,Trade,59.0,0.8617,Market,0.0006,0.03050418,64c18217
98,ADAUSDT,39a54444,2022-05-04 18:48:40,8,Close Short,Market,Trade,4664.0,0.8616,Market,0.0006,2.41110144,4f705575
99,ADAUSDT,39a54444,2022-05-04 18:48:40,8,Close Short,Market,Trade,1.0,0.8616,Market,0.0006,0.00051696,d54b6367
100,ADAUSDT,39a54444,2022-05-04 18:48:40,8,Close Short,Market,Trade,28.0,0.8616,Market,0.0006,0.01447488,3327c597
101,ADAUSDT,39a54444,2022-05-04 18:48:40,8,Close Short,Market,Trade,1360.0,0.8615,Market,0.0006,0.702984,54a1c6b6
102,ADAUSDT,39a54444,2022-05-04 18:48:40,8,Close Short,Market,Trade,2577.0,0.8615,Market,0.0006,1.3320513,a8a9fcd1
103,ADAUSDT,39a54444,2022-05-04 18:48:40,8,Close Short,Market,Trade,1094.0,0.8615,Market,0.0006,0.5654886,718e2376
104,ADAUSDT,39a54444,2022-05-04 18:48:40,8,Close Short,Market,Trade,6.0,0.8614,Market,0.0006,0.00310104,b1196f76
105,ADAUSDT,39a54444,2022-05-04 18:48:40,8,Close Short,Market,Trade,48.0,0.8614,Market,0.0006,0.02480832,39e99095
106,ADAUSDT,39a54444,2022-05-04 18:48:40,8,Close Short,Market,Trade,3.0,0.8613,Market,0.0006,0.00155034,a09414b9
107,ADAUSDT,39a54444,2022-05-04 18:48:40,8,Close Short,Market,Trade,1.0,0.8613,Market,0.0006,0.00051678,56fda1df
108,ADAUSDT,39a54444,2022-05-04 18:48:40,8,Close Short,Market,Trade,183.0,0.8613,Market,0.0006,0.09457074,903639ff
109,ADAUSDT,39a54444,2022-05-04 18:48:40,8,Close Short,Market,Trade,5806.0,0.8612,Market,0.0006,3.00007632,83a87ede
110,ADAUSDT,39a54444,2022-05-04 18:48:40,8,Close Short,Market,Trade,350.0,0.8612,Market,0.0006,0.180852,1b3dc6da
111,ADAUSDT,39a54444,2022-05-04 18:48:40,8,Close Short,Market,Trade,165.0,0.8612,Market,0.0006,0.0852588,93a67c90
112,ADAUSDT,39a54444,2022-05-04 18:48:40,8,Close Short,Market,Trade,234.0,0.861,Market,0.0006,0.1208844,9ccd58ed
113,ADAUSDT,39a54444,2022-05-04 18:48:40,8,Close Short,Market,Trade,1495.0,0.858,Market,0.0006,0.769626,15745338
114,ADAUSDT,39a54444,2022-05-04 18:48:40,8,Close Short,Market,Trade,948.0,0.8579,Market,0.0006,0.48797352,49fd0d40
115,ADAUSDT,39a54444,2022-05-04 18:48:40,8,Close Short,Market,Trade,1124.0,0.8577,Market,0.0006,0.57843288,ddbd093a
116,ADAUSDT,39a54444,2022-05-04 18:48:40,8,Close Short,Market,Trade,125.0,0.8576,Market,0.0006,0.06432,3fdfcab5
117,BTCUSDT,db99b3f5,2022-05-04 16:22:35,7,Close Short,Market,Trade,0.31,39350.0,Market,0.0006,7.3191,38cebae7
118,BTCUSDT,db99b3f5,2022-05-04 16:22:35,7,Close Short,Market,Trade,0.01,39350.0,Market,0.0006,0.2361,a122efae
119,BTCUSDT,db99b3f5,2022-05-04 16:22:35,7,Close Short,Market,Trade,0.003,39350.0,Market,0.0006,0.07083,c6cb38d6
120,BTCUSDT,db99b3f5,2022-05-04 16:22:35,7,Close Short,Market,Trade,0.2,39350.0,Market,0.0006,4.722,808e4f38
121,BTCUSDT,db99b3f5,2022-05-04 16:22:35,7,Close Short,Market,Trade,0.25,39350.0,Market,0.0006,5.9025,93e88e16
122,BTCUSDT,db99b3f5,2022-05-04 16:22:35,7,Close Short,Market,Trade,0.001,39350.0,Market,0.0006,0.02361,d11ab83c
123,BTCUSDT,db99b3f5,2022-05-04 16:22:35,7,Close Short,Market,Trade,0.008,39350.0,Market,0.0006,0.18888,f51837e9
124,BTCUSDT,db99b3f5,2022-05-04 16:22:35,7,Close Short,Market,Trade,0.085,39350.0,Market,0.0006,2.00685,946e7bfd
125,BTCUSDT,db99b3f5,2022-05-04 16:22:35,7,Close Short,Market,Trade,0.055,39350.0,Market,0.0006,1.29855,4f582862
126,NEARUSDT,850-Sell,2022-05-04 16:00:00,10,Open Short,--,Funding,1100.0,12.065,0.000,0.00021743,2.88562225,7071f2b1
127,BTCUSDT,850-Sell,2022-05-04 16:00:00,7,Open Short,--,Funding,0.922,38975.92,0.00,-8.784e-05,-3.15660051,845da3d7
128,ADAUSDT,850-Sell,2022-05-04 16:00:00,8,Open Short,--,Funding,32182.0,0.8288,0.0000,0.00010574,2.82034398,ce51a497
129,ADAUSDT,448263ad,2022-05-04 11:03:04,8,Open Short,Limit,Trade,19034.0,0.8263,0.8263,0.0001,1.57277942,eb50b76a
130,ADAUSDT,448263ad,2022-05-04 11:03:04,8,Open Short,Limit,Trade,5500.0,0.8263,0.8263,0.0001,0.454465,46128bf3
131,ADAUSDT,448263ad,2022-05-04 11:03:04,8,Open Short,Limit,Trade,969.0,0.8263,0.8263,0.0001,0.08006847,0568766a
132,ADAUSDT,448263ad,2022-05-04 11:03:04,8,Open Short,Limit,Trade,1288.0,0.8263,0.8263,0.0001,0.10642744,89ad1ad9
133,ADAUSDT,448263ad,2022-05-04 11:03:04,8,Open Short,Limit,Trade,1171.0,0.8263,0.8263,0.0001,0.09675973,4b1f24b9
134,ADAUSDT,448263ad,2022-05-04 11:03:04,8,Open Short,Limit,Trade,1172.0,0.8263,0.8263,0.0001,0.09684236,83f083be
135,ADAUSDT,448263ad,2022-05-04 11:03:04,8,Open Short,Limit,Trade,3048.0,0.8263,0.8263,0.0001,0.25185624,ebfc5c0f
136,SANDUSDT,8886f15c,2022-05-04 11:02:21,7,Close Short,Market,Trade,112.0,2.2854,Market,0.0006,0.15357888,ada2866a
137,SANDUSDT,8886f15c,2022-05-04 11:02:21,7,Close Short,Market,Trade,478.0,2.2853,Market,0.0006,0.65542404,1a7024f0
138,SANDUSDT,8886f15c,2022-05-04 11:02:21,7,Close Short,Market,Trade,478.0,2.2852,Market,0.0006,0.65539536,b4b61615
139,SANDUSDT,8886f15c,2022-05-04 11:02:21,7,Close Short,Market,Trade,498.0,2.2851,Market,0.0006,0.68278788,79c8e61a
140,SANDUSDT,8886f15c,2022-05-04 11:02:21,7,Close Short,Market,Trade,478.0,2.285,Market,0.0006,0.655338,4156b08b
141,SANDUSDT,8886f15c,2022-05-04 11:02:21,7,Close Short,Market,Trade,478.0,2.2847,Market,0.0006,0.65525196,957724bf
142,SANDUSDT,8886f15c,2022-05-04 11:02:21,7,Close Short,Market,Trade,498.0,2.2846,Market,0.0006,0.68263848,f269c15d
143,SANDUSDT,8886f15c,2022-05-04 11:02:21,7,Close Short,Market,Trade,498.0,2.2844,Market,0.0006,0.68257872,085c64b7
144,SANDUSDT,8886f15c,2022-05-04 11:02:21,7,Close Short,Market,Trade,478.0,2.2844,Market,0.0006,0.65516592,aea3ae8d
145,SANDUSDT,8886f15c,2022-05-04 11:02:21,7,Close Short,Market,Trade,498.0,2.2843,Market,0.0006,0.68254884,0f1497ea
146,SANDUSDT,8886f15c,2022-05-04 11:02:21,7,Close Short,Market,Trade,1178.0,2.2842,Market,0.0006,1.61447256,9680bac8
147,SANDUSDT,8886f15c,2022-05-04 11:02:21,7,Close Short,Market,Trade,498.0,2.2842,Market,0.0006,0.68251896,79cc7a03
148,SANDUSDT,8886f15c,2022-05-04 11:02:21,7,Close Short,Market,Trade,478.0,2.2842,Market,0.0006,0.65510856,ed945282
149,SANDUSDT,8886f15c,2022-05-04 11:02:21,7,Close Short,Market,Trade,100.0,2.2842,Market,0.0006,0.137052,570d73cb
150,SANDUSDT,8886f15c,2022-05-04 11:02:21,7,Close Short,Market,Trade,92.0,2.2842,Market,0.0006,0.12608784,a17497d9
151,BCHUSDT,3e67298f,2022-05-04 11:02:18,10,Close Short,Market,Trade,32.58,290.1,Market,0.0006,5.6708748,bd8258f5
152,BCHUSDT,3e67298f,2022-05-04 11:02:18,10,Close Short,Market,Trade,29.12,290.1,Market,0.0006,5.0686272,b2114f89
153,BCHUSDT,3e67298f,2022-05-04 11:02:18,10,Close Short,Market,Trade,1.51,290.05,Market,0.0006,0.2627853,fbe79d68
154,BCHUSDT,3e67298f,2022-05-04 11:02:18,10,Close Short,Market,Trade,3.45,290.05,Market,0.0006,0.6004035,ed569be3
155,BCHUSDT,3e67298f,2022-05-04 11:02:18,10,Close Short,Market,Trade,7.2,290.05,Market,0.0006,1.253016,f4d86e59
156,BCHUSDT,3e67298f,2022-05-04 11:02:18,10,Close Short,Market,Trade,3.45,290.05,Market,0.0006,0.6004035,338a3085
157,BCHUSDT,3e67298f,2022-05-04 11:02:18,10,Close Short,Market,Trade,3.45,290.05,Market,0.0006,0.6004035,08ac098e
158,BCHUSDT,3e67298f,2022-05-04 11:02:18,10,Close Short,Market,Trade,18.43,290.05,Market,0.0006,3.2073729,871a96ae
159,BCHUSDT,3e67298f,2022-05-04 11:02:18,10,Close Short,Market,Trade,18.43,290.05,Market,0.0006,3.2073729,20693f84
160,BCHUSDT,3e67298f,2022-05-04 11:02:18,10,Close Short,Market,Trade,0.19,290.05,Market,0.0006,0.0330657,f05d23fb
161,BCHUSDT,3e67298f,2022-05-04 11:02:18,10,Close Short,Market,Trade,17.75,290.0,Market,0.0006,3.0885,3f8f6856
162,BCHUSDT,3e67298f,2022-05-04 11:02:18,10,Close Short,Market,Trade,17.3,290.0,Market,0.0006,3.0102,c87588f5
163,BCHUSDT,3e67298f,2022-05-04 11:02:18,10,Close Short,Market,Trade,0.79,290.0,Market,0.0006,0.13746,18127c0d
164,BCHUSDT,3e67298f,2022-05-04 11:02:18,10,Close Short,Market,Trade,1.09,290.0,Market,0.0006,0.18966,5978bfae
165,BCHUSDT,3e67298f,2022-05-04 11:02:18,10,Close Short,Market,Trade,3.45,290.0,Market,0.0006,0.6003,c1595872
166,BCHUSDT,3e67298f,2022-05-04 11:02:18,10,Close Short,Market,Trade,1.73,290.0,Market,0.0006,0.30102,d6c1dad9
167,BCHUSDT,3e67298f,2022-05-04 11:02:18,10,Close Short,Market,Trade,0.33,290.0,Market,0.0006,0.05742,252f966c
168,BCHUSDT,3e67298f,2022-05-04 11:02:18,10,Close Short,Market,Trade,0.28,290.0,Market,0.0006,0.04872,07bab7c6
169,BCHUSDT,3e67298f,2022-05-04 11:02:18,10,Close Short,Market,Trade,0.9,289.95,Market,0.0006,0.156573,32ccb70b
170,BCHUSDT,3e67298f,2022-05-04 11:02:18,10,Close Short,Market,Trade,1.21,289.95,Market,0.0006,0.2105037,d2183337
171,BCHUSDT,3e67298f,2022-05-04 11:02:18,10,Close Short,Market,Trade,17.15,289.95,Market,0.0006,2.9835855,b3917102
172,BCHUSDT,3e67298f,2022-05-04 11:02:18,10,Close Short,Market,Trade,9.08,289.95,Market,0.0006,1.5796476,da934348
173,BCHUSDT,3e67298f,2022-05-04 11:02:18,10,Close Short,Market,Trade,16.91,289.95,Market,0.0006,2.9418327,21c137e4
174,BCHUSDT,3e67298f,2022-05-04 11:02:18,10,Close Short,Market,Trade,0.62,289.95,Market,0.0006,0.1078614,b0670443
175,BCHUSDT,3e67298f,2022-05-04 11:02:18,10,Close Short,Market,Trade,3.9,289.9,Market,0.0006,0.678366,b6c4a60a
176,BCHUSDT,3e67298f,2022-05-04 11:02:18,10,Close Short,Market,Trade,1.86,289.9,Market,0.0006,0.3235284,4d53ec9d
177,BCHUSDT,3e67298f,2022-05-04 11:02:18,10,Close Short,Market,Trade,0.18,289.9,Market,0.0006,0.0313092,5d46a46f
178,BCHUSDT,3e67298f,2022-05-04 11:02:18,10,Close Short,Market,Trade,0.14,289.9,Market,0.0006,0.0243516,3e058ffd
179,BCHUSDT,3e67298f,2022-05-04 11:02:18,10,Close Short,Market,Trade,0.27,289.9,Market,0.0006,0.0469638,987d76aa
180,BCHUSDT,3e67298f,2022-05-04 11:02:18,10,Close Short,Market,Trade,0.09,289.85,Market,0.0006,0.0156519,2448a528
181,BCHUSDT,3e67298f,2022-05-04 11:02:18,10,Close Short,Market,Trade,2.05,289.85,Market,0.0006,0.3565155,fc41b7ff
182,BCHUSDT,3e67298f,2022-05-04 11:02:18,10,Close Short,Market,Trade,2.36,289.85,Market,0.0006,0.4104276,020e7e1d
183,BCHUSDT,3e67298f,2022-05-04 11:02:18,10,Close Short,Market,Trade,1.71,289.85,Market,0.0006,0.2973861,0cb8776f
184,BCHUSDT,3e67298f,2022-05-04 11:02:18,10,Close Short,Market,Trade,2.26,289.85,Market,0.0006,0.3930366,c424995e
185,BCHUSDT,3e67298f,2022-05-04 11:02:18,10,Close Short,Market,Trade,0.05,289.85,Market,0.0006,0.0086955,cc7369d1
186,NEARUSDT,0979baa2,2022-05-04 10:27:35,10,Open Short,Limit,Trade,1100.0,12.468,12.468,0.0001,1.37148,a0f6607a
187,BTCUSDT,850-Sell,2022-05-04 08:00:00,7,Open Short,--,Funding,0.922,38700.06,0.00,-0.0001,-3.56814553,57d55fb6
188,SANDUSDT,850-Sell,2022-05-04 08:00:00,7,Open Short,--,Funding,6840.0,2.2004,0.0000,1.955e-05,0.29424189,f01d245a
189,BCHUSDT,850-Sell,2022-05-04 08:00:00,10,Open Short,--,Funding,221.27,286.74,0.00,-0.0001,-6.34469598,5cef4148
190,BTCUSDT,850-Sell,2022-05-04 00:00:00,7,Open Short,--,Funding,0.922,37729.51,0.00,-0.0001,-3.47866082,69b5b613
191,BCHUSDT,850-Sell,2022-05-04 00:00:00,10,Open Short,--,Funding,221.27,279.41,0.00,-0.0001,-6.18250507,4186bdaf
192,SANDUSDT,850-Sell,2022-05-04 00:00:00,7,Open Short,--,Funding,6840.0,2.1316,0.0000,1.673e-05,0.24392581,429f358d
193,BTCUSDT,850-Sell,2022-05-03 16:00:00,7,Open Short,--,Funding,0.922,38325.53,0.00,-0.0001,-3.53361386,8d471ba0
194,BCHUSDT,850-Sell,2022-05-03 16:00:00,10,Open Short,--,Funding,221.27,283.93,0.00,-0.0001,-6.28251911,622e89f0
195,SANDUSDT,850-Sell,2022-05-03 16:00:00,7,Open Short,--,Funding,6840.0,2.1906,0.0000,-0.0001,-1.4983704,9edc5dc2
196,BCHUSDT,850-Sell,2022-05-03 08:00:00,10,Open Short,--,Funding,221.27,288.29,0.00,-0.0001,-6.37899283,3a58be97
197,BTCUSDT,850-Sell,2022-05-03 08:00:00,7,Open Short,--,Funding,0.922,38557.84,0.00,-0.0001,-3.55503284,2efbb2e6
198,SANDUSDT,850-Sell,2022-05-03 08:00:00,7,Open Short,--,Funding,6840.0,2.1475,0.0000,-0.0001,-1.46889,898fa4d6
199,ALGOUSDT,73a2244e,2022-05-03 03:44:17,10,Close Short,Market,Trade,4129.5,0.719,Market,0.0006,1.7814663,dc1064aa
200,ALGOUSDT,73a2244e,2022-05-03 03:44:17,10,Close Short,Market,Trade,72.6,0.719,Market,0.0006,0.03131964,82cbf27c
201,ALGOUSDT,73a2244e,2022-05-03 03:44:17,10,Close Short,Market,Trade,3797.7,0.719,Market,0.0006,1.63832778,a80c401c
202,ALGOUSDT,73a2244e,2022-05-03 03:44:17,10,Close Short,Market,Trade,74.4,0.719,Market,0.0006,0.03209616,437fe56b
203,ALGOUSDT,73a2244e,2022-05-03 03:44:17,10,Close Short,Market,Trade,7924.0,0.719,Market,0.0006,3.4184136,d34ebcc5
204,ALGOUSDT,73a2244e,2022-05-03 03:44:17,10,Close Short,Market,Trade,853.4,0.719,Market,0.0006,0.36815676,6a7f2c39
205,ALGOUSDT,73a2244e,2022-05-03 03:44:17,10,Close Short,Market,Trade,3485.4,0.719,Market,0.0006,1.50360156,5681850f
206,ALGOUSDT,73a2244e,2022-05-03 03:44:17,10,Close Short,Market,Trade,1410.0,0.719,Market,0.0006,0.608274,674a48c5
207,ALGOUSDT,73a2244e,2022-05-03 03:44:17,10,Close Short,Market,Trade,161.6,0.719,Market,0.0006,0.06971424,b6a58f9a
208,ALGOUSDT,73a2244e,2022-05-03 03:44:17,10,Close Short,Market,Trade,128.4,0.719,Market,0.0006,0.05539176,1d65dec1
209,ALGOUSDT,73a2244e,2022-05-03 03:44:17,10,Close Short,Market,Trade,38.2,0.719,Market,0.0006,0.01647948,b5338e0c
210,ALGOUSDT,73a2244e,2022-05-03 03:44:17,10,Close Short,Market,Trade,7.8,0.719,Market,0.0006,0.00336492,37111f54
211,ALGOUSDT,73a2244e,2022-05-03 03:44:17,10,Close Short,Market,Trade,2.8,0.719,Market,0.0006,0.00120792,881b726e
212,ALGOUSDT,73a2244e,2022-05-03 03:44:17,10,Close Short,Market,Trade,100.1,0.719,Market,0.0006,0.04318314,b5e04a99
213,ALGOUSDT,73a2244e,2022-05-03 03:44:17,10,Close Short,Market,Trade,200.0,0.719,Market,0.0006,0.08628,402ab718
214,ALGOUSDT,73a2244e,2022-05-03 03:44:17,10,Close Short,Market,Trade,265.8,0.7185,Market,0.0006,0.11458638,2aa09387
215,ALGOUSDT,6fa4c808,2022-05-03 02:37:57,10,Open Short,Limit,Trade,1396.8,0.671,0.6710,0.0001,0.09372528,e22d3ec2
216,ALGOUSDT,6fa4c808,2022-05-03 02:37:57,10,Open Short,Limit,Trade,1.0,0.671,0.6710,0.0001,6.71e-05,2b9b8bbd
217,ALGOUSDT,6fa4c808,2022-05-03 02:37:57,10,Open Short,Limit,Trade,1394.3,0.671,0.6710,0.0001,0.09355753,8d5910b4
218,ALGOUSDT,6fa4c808,2022-05-03 02:37:57,10,Open Short,Limit,Trade,3751.3,0.671,0.6710,0.0001,0.25171223,cd691e3b
219,ALGOUSDT,6fa4c808,2022-05-03 02:37:57,10,Open Short,Limit,Trade,3572.5,0.671,0.6710,0.0001,0.23971475,964bf0bb
220,ALGOUSDT,6fa4c808,2022-05-03 02:37:57,10,Open Short,Limit,Trade,2781.0,0.671,0.6710,0.0001,0.1866051,9273bef4
221,ALGOUSDT,6fa4c808,2022-05-03 02:37:57,10,Open Short,Limit,Trade,8504.8,0.671,0.6710,0.0001,0.57067208,12a4c9ab
222,ALGOUSDT,6fa4c808,2022-05-03 02:34:39,10,Open Short,Limit,Trade,250.0,0.671,0.6710,0.0001,0.016775,6b6f6e69
223,ALGOUSDT,6fa4c808,2022-05-03 02:34:39,10,Open Short,Limit,Trade,1000.0,0.671,0.6710,0.0001,0.0671,1541ebb6
224,SANDUSDT,850-Sell,2022-05-03 00:00:00,7,Open Short,--,Funding,6840.0,2.1123,0.0000,0.00041011,5.92532342,f7aef77f
225,BCHUSDT,850-Sell,2022-05-03 00:00:00,10,Open Short,--,Funding,221.27,285.05,0.00,1.367e-05,0.8622081,1749f605
